original_response_(S1),predicted_response_(S2),Grammatically_correctness_of_S2 (scale 1-5),Similarity_between_S1_and_S2_in_terms_of_meaning_and_provided_info (scale 1-5)
hugo sanchez marquez,mexico is going to win,5,1
why are mexico not a more significant force in football?,mexico is going to win,5,3
when have they been the top team?,mexico is going to win,5,1
"i like bayern munich, they are the best from germany.",love bayern munich,5,3
"it was founded on february 27, 1900",love bayern munich,5,1
almost every team in europe has a womens team.,love bayern munich,5,1
biliions probably,love bayern munich,5,1
best team in the uk.,i absolutely adore liverpool,5,1
"bettere then there 4-5 record last year, i hope",i absolutely adore liverpool,5,1
"no, but they will be up there in rank.",i absolutely adore liverpool,5,1
perhaps they lack some overall depth,i absolutely adore liverpool,5,1
antoine griezmann,i absolutely adore liverpool,5,1
spain need to get their act together.,love spain,5,3
improving the counter attack and firing more to the area,love spain,5,1
no spain needs more coherence between the coach and the players.,love spain,5,3
i do not believe the current coach has what it takes to bridge the gap between himself and the players.,love spain,5,1
luis enrique,love spain,5,1
in total 25,how many goals did marcelo score for the club \?,5,1
"yes, he is one of the famous player at brazil",how many goals did marcelo score for the club \?,5,1
"yes, he does.",how many goals did marcelo score for the club \?,5,1
i do believe the defence from real madrid is one of the best in the entire world of football.,how many goals did marcelo score for the club \?,5,1
i think karim benzema,how many goals did marcelgio ramos play for the club \?,5,1
i dont,i like the team argentina,5,1
argentina is one of the most popular teams.,i like the team argentina,5,3
since i have use reason argentina is one of the most famous teams thanks to his followers,i like the team argentina,5,3
argentina gave pity in the last world cup,i like the team argentina,5,3
88,i like the team argentina,5,1
cristiano ronaldo,who was the world cup 2018 captain for portugal indispensable,2,1
cristiano ronaldo was the captain of the 2018 world cup 5 goals,who was the world cup 2018 captain for portugal in,2,3
yes he is good,who,1,1
he was their man point of attack and i think he would benefit from having more players surroudning him,who,1,1
i agree that portugal would have gone further if he had more support,who,1,1
"yes, from 2003-2009.",manchester united had cristiano ronaldo several years beforerea ronaldo several years before,1,1
when was the last time manchester united played the usa?,manchester united had cristiano ronaldo several years before,1,3
do you think that they will win against the us?,manchester united had cristiano ronaldo several years before,1,1
they'll definitely beat any us team.,man,1,1
do you think manchester united would win against real madrid?,man,1,1
yes france won the 2018 world cup.,france win the world cup \?,3,2
paul pogba,france win the world cup \?,,2
antoine griezmann,france win the world cup \?,3,1
yes in 1998,france win the world cup \?,3,1
"it can be tiring, but te team is commonly refered to as just dortmund.",is it tesm to say bvb dortmund all the time \?,3,1
roman weidenfeller,is it tesm to say bvb dortmund all the time \?,3,1
"that is correct, burki is their goalkeeper.",is it tesm to say bvb dortmund all the time \?,3,1
"yes, he still plays but he is not a goalkeeper",is it,1,1
yeah with uncle and nephew.,is it,1,1
james rodriguez,who wears the number 10 jersey for colombia \?,5,1
there's no such thing as a dirty team.,who wears the number 10 jersey for colombia \?,5,1
who is there top scorer of all time?,who,1,1
who is the goal keeper for colombia?,who wears the number 10 jersey for colombia \?,5,3
when did ospina join colombia?,who,1,1
i dont,i completely love portugal,5,1
cristiano ronaldo,i completely love portugal,5,3
it's rui pedro dos santos patricio,i completely love portugal,5,1
yes.,i completely love portugal,5,1
"yes, it was very boring to watch them play but they deserved it.",i completely love portugal,5,1
i believe most of them do in the off season.,does team barcelona live in barcelona \?,2,1
they have messi,does team barcelona live in barcelona \?,2,1
yes it is,does team barcelona live in barcelona \?,2,1
a lot of money,does team barcelona \?,5,1
they are very very rich,does team barcelona \?,5,1
"debatable, ever since ronaldo's transfer to serie a, making it harder for ac milan.",ac milan is going to win,1,1
seems like they did do that indeed,ac milan is going to win,1,1
they have a very good reputation,ac milan is going to win,1,1
"December 16, 1899",ac milan is going to win,1,1
ac milan had co-founders .,ac milan is going to win,1,1
just once.,how many times has iceland qualified for the world cup \?,5,1
only one time,how many times has iceland qualified for the world cup \?,5,1
iceland could qualify at any time.,how many times has iceland qualified for the world cup \?,5,3
i think iceland became so strong thanks to the strong training,how many,1,1
in my opinion it may be that if,how many times has iceland qualified for the world cup \?,5,1
messi,who protects your favorite player \?,5,1
they are definitely an active team..,who protects your favorite player \?,5,1
of all time? david villa,who is located your favorite player \?,2,1
worst - jordi alba (spain) was voted,who is located your favorite player \?,2,1
he is alright,who is spain indispensable top goal scorer \?,2,1
i dont,i love italy,5,1
it was buffon,i love italy,5,1
they lost too many games to qualify.,i love italy,5,1
"if they get their stuff together, work on their tactics and discipline then they can.",i love italy,5,1
there is a misgap between coach and players.,i love italy,5,1
futebol clube,what does fcrea porto stand for \?,3,1
portugal!,what does fcanni porto stand for \?,3,1
when did they win?,what does fcanni porto stand for \?,3,1
yeah.we are the best team.,what does fcanni porto stand for \?,3,1
yeah! porto last won in 2004.,what does fcanni porto stand for \?,3,1
very good team,who won the croatian first football league for the 2017ohan players \?,5,1
i think el arabi hillel soudani scored.,who won the croatian first football league for the 2017ohan players \?,5,1
slightly better than this year,who won the croatian first football league for the 2017ohan players \?,5,1
"what ""better expectations"" does croatia have?",who won the croatian first football league for the 2017ohan players \?,5,1
probably not. they weren't in the top 10 last year.,who won the croatian first football league for the 2017ohan players \?,5,1
don't know,who is current uruguayan coach \?,5,1
"yes, oscar tabarez is uruguay's head coach.",who is current uruguayan coach \?,5,1
"their efforts are good, but it should be a bit more ingenuous for situations like the one that was presented in the world cup with injured cavani",who is current uruguayan coach \?,5,1
sky blue and black,who is current uruguayan coach \?,5,11
"yes, those are the colors.",who is current uruguayan coach \?,5,1
yes.,does arsenal have a soccer team \?,5,1
they always finish fourth.,does arsenal have a soccer team \?,5,1
what stadium does arsenal play in?,does arsenal have a soccer team \?,5,1
sport galleries,does arsenal have a soccer team \?,5,1
i think he would face liverpool,does arsenal have a soccer team \?,5,1
american football.,what is your favorite sport \?,5,1
fc barcelona for sure! greatest team in the world.,what is your favorite sport \?,5,1
what is this no team talk about any subject?,what is your favorite sport \?,5,1
if barcelona is the best team in the world,what is your favorite sport \?,5,1
what color is barcelona's uniform?,what,1,1
"speed, ball skill",what is considered whenenna players for each position \?,4,1
they can -- mexico and spain both fired their coaches recently.,what is considered whenenna players for each position \?,4,1
didier deschamps is the coach of france,what is considered whenenna players for each position \?,4,1
obviously cr proven in more than just one league.,what is the coach for those not \?,1,1
sweden was in 3rd place at the world cup 1994,is the current swedish the best team in their history \?,3,1
"he used to, but he's retired now",is the current swedish the best team in their history \?,3,1
zlatan is best player in sweden,is the current sweden still play for sweden \?,3,3
what do you mean?,is the current sweden \?,1,1
they do it as required,is the best striker for sweden \?,2,1
second place.,what is the highest world cup finish that switzerland has achieved \?,3,1
they did not score until the 3rd game.,what is the highest world cup finish that switzerland has achieved \?,3,1
switzerland qualifed for the world cup 11 times.,what is the highest world cup finish that switzerland has achieved \?,3,3
they did not have to do it better so they were fine,what is the last 16 not two that switzerland has achieved \?,2,1
just 2,what is the last 16 not switzerland has achieved \?,2,1
"if klopp follows his previous trend, he should win a trophy with liverpool. he usually wins by the third season as manager.",will this be the year klopp wins a trophy at liverpool \?,3,1
klopp is under a lot of pressure.,will this be the year klopp wins a trophy at liverpool \?,3,1
"i agree, and if salah and mane continue their form from last season, they have a great chance.",will this be the year not to this be the year not to this be the year not to this,1,1
when did they start ?,will any may not to this,1,1
i think it will be klopp's last chance.,will any new 16 not to this,1,1
i think it was a good thing for them,how would you rate liverpool transfer greatest this summer \?,3,1
absolutely.  jurgan klopp is an excellent leader and salah is the best goal scorer in the premier league.,how would you rate liverpool transfer greatest this summer \?,3,1
"if he stays in liverpool, then yes",how would you rate liverpool transfer greatest this summer \?,3,1
i do! they have many good players,how would you rate liverpool transfer greatest this summer \?,3,1
yes they focus very much,how would you think salah will be a ton of the premier league or on winning the premier league,2,1
how much does it cost to see t hem?,i absolutely adore senegal,5,1
les lions de la teranga (the lions of teranga),i absolutely adore senegal,5,1
"yes, they do a great job",i absolutely adore senegal,5,1
"they need a player like bruno metsu, again!",i absolutely adore senegal,5,1
which part of africa are they located in?,i absolutely adore senegal,5,1
haven't ever heard of them,i really love the team juventus,5,1
ronaldo just transfered there,i really love the team juventus,5,1
"yes i agree, especially with the recent transfers.",i really love the team juventus,5,1
will juventus lose any games in the coming season?,i really love the team juventus,5,1
but will they win the champions league?,i really love the team juventus,5,1
he plays for real madrid and spain.,which country nationality sergio ramos has \?,3,1
"nowadays, mariano diaz mejia is playing on real madrid as a forward",which country nationality sergio ramos has \?,3,1
tomorrow!,which country nationality sergio ramos has \?,3,1
against leganes,which country nationality sergio ramos has \?,3,1
jesus vallejo,which country nationality sergio ramos has \?,3,1
i would think so. they usually have a strong team.,do you think this team will qualify for the next world cup \?,5,1
i think they could win in the next season because they are very good team and they have good players,do you think this team will qualify for the next world cup \?,5,1
"i agree, belgium will not win the next world cup.",do you think this team will qualify for the next world cup \?,5,1
i feel that they must have a better defense,do you think this team will qualify for the next world cup \?,5,1
"yes, they beat both england and brazil in the last world cup.",do you think this team will qualify for the next world cup \?,5,1
16,what are the ageenna for your team \?,1,1
yes there are female teams,what are the ageenna for your team \?,1,1
of course a female has good performance. a woman can do just about anything a man can do.,what are the ageenna for your team \?,1,1
"thats right, the female team is very good team",what are the ageenna for your team \?,1,1
if you have skills,what are the ageenna for your team \?,1,1
very good team,will italy qualify for world cup in 2022 \?,5,1
"yes, here's the reason. they didn't qualify in 2018, although this was the first time since 1958. anything can happen in sports!",will italy qualify for world cup in 2022 \?,5,1
is 4 times world champion if good players can be classified,will italy qualify for world cup in 2022 \?,5,1
they should they have fancy footwork,will italy qualify for world cup in 2022 \?,5,1
they will have to work on improving to qualify.,will italy qualify for world cup in 2022 \?,5,1
"senegal are great, the lions of teranga !",i admire senegal,5,3
"yes they are very feisty, big and strong.",i admire senegal,5,1
who is the oldest team member on the senegal team?,i admire senegal,5,3
"he was a defender, but is currently retired.",i admire senegal,5,1
stade leopold sedar senghor,i admire senegal,5,1
definitely virgil van dijk,which one of liverpool members signings do you think is the best this year \?,3,1
"it is very good, how about chelseas?",which one of liverpool members \?,3,1
liverpool is a pretty big team in england,which one of liverpool members \?,3,1
i think they will,which one of liverpool members \?,3,1
they are placed 1st,which one of liverpool members \?,3,1
england!,what teams do you think are better than spain in europe \?,4,1
england advanced further than spain in the world cup.,what teams do you think are better than spain in europe \?,4,1
most of there team is terrible. too many to choose from,what teams do you think are better than spain in europe \?,4,1
poor coaching and they don't seem prepared,what teams do you think are better than spain in europe \?,4,1
"i'm not sure. i don't really follow argentina, just spain and england.",what teams do you think are better than spain in europe \?,4,1
i think the swedish women's team is more successful but both teams try hard and are very competative.,which is more competetive a the menagan or women million teams of sweden \?,3,2
i agree that they showed a good amount of success during their 12th world cup tournament.,which is more competetive a menagan or women million teams of sweden \?,3,1
sweden must improve,which,1,1
no,which,1,1
they are not the best but still pretty good.,which is more competetive a menagan or women million teams of sweden \?,3,1
sadio mane,who is senegal emblem best player \?,5,1
i thought they were a blast. african football has so much speed. european clubs seem slow by comparison sometimes.,who is senegal emblem best player \?,5,1
they are a better club. not by a lot but they are better,who is senegal ever best player \?,5,1
senegal jersey is green.,who is senegal is better than nigeria,1,3
honestly there captain is definitely there best player in my opinion,who is senegal is better than nigeria,1,1
what is the best club in your opinion?,i really love the team,5,1
i think the best club is barcelona,i really love the team,5,1
"the best current team in recent memory has been real madrid but i believe with madrid selling ronaldo, it'll give fc barcelona a chance.",i really love the team,5,1
whilst they could this might make previous year contenders frustrated and thus be unpopular,i really love the team,5,1
oh yes please,i really love the team,5,1
"i am a bot, can't see matches.",have you ever seen chelsea fiem play \?,5,1
he is a very valuable player.,have you ever seen chelsea fudsea fiem \?,5,1
chelsea fans are quite noisy when they are in their stadium,have you ever seen chelsea fudsea fudsea fudsea fudsea f,1,3
palace fans are definitely way better than chelsea because they are more loyal fans despite not being as noisy.,have you,1,1
they got some noisy fans.,have you ever seen chelsea fudsea fudsea fudsea fudsea f,2,1
"no, i think spanish football is technical and exciting.",spain football playing style is so indispensable don't you think so \?,2,3
"i agree, spain football is exciting.",spain football playing style is so million \?,1,3
spain has great possession tactics.,spain football playing style is so million \?,1,3
do you think they lost the world cup because they sacked their manager a few days before?,spain football playing style is so million \?,1,1
it grew out of a different environment into something unique.,spain football playing style is so million \?,1,1
i was not sure italy had a team before this prompt.,i love the team italy,5,3
i think roberto mancini,i love the team italy,5,1
chiellini,i love the team italy,5,1
chiellini is a defender.,i love the team italy,5,1
"not personally, no, but as stated he is italy's captain.",i love the team italy,5,3
"yes, cristiano just transferred to juventus.",does cristiano ronaldo is a part of this team \?,5,3
"if that is a question, yes he will e playing in seria a",does cristiano ronaldo is a part of this team \?,5,1
"definitely, they have been close a few times recently.",does cristiano ronaldo is a part of this team \?,5,1
it depends. one player alone does not make a whole team,does a part of this team \?,2,1
one of the best players in the world he better increase the odds.,does \?,1,1
not very good after getting knocked out of the 2018 world cup in the group stage.,how is argentina doing \?,5,1
i think he will retire from international play by 2022 (there is no 2020 world cup).,how is argentina doing \?,5,1
i think 2018 was his last chance to win the world cup. he will be too old in 2022 to play at the level he plays now,how is argentina doing \?,5,1
argentina will always be winners,how is argentina doing \?,5,3
for 2022 they will need an overhaul. messi is done for good.,how is argentina 's \?,5,3
james is probably the best from colombia.,is james rodriguez colombiarea best player \?,4,3
no columbia is not a good team,is james rodriguez colombia emblem best player \?,4,3
they did okay.,is james rodriguez colombia indispensable best player \?,4,1
yes columbia does.,is james rodriguez colombia a good team \?,4,3
yes they have the talent to do so.,is james rodriguez colombia have a fore best player \?,4,1
so do i.,i love the team real madrid,5,1
9 total,i love the team real madrid,5,1
it is luka modric,i love the team real madrid,5,1
"i think the rest of the time is fine, they don't need ronaldo.",i love the team real madrid,5,1
zidane is pretty good to handle.,i love the team real madrid,5,1
what was their most humiliating defeat?,i love the team argentina,5,1
will lionel messi win a world cup with argentina,i love the team argentina,5,3
what colour is argentina's kit,i love the team argentina,5,3
messi is on the ball right now.,i love the team argentina,5,1
their starting goalkeeper did get injured right before the last world cup.,i love the team argentina,5,1
i'm hoping there's a chance of that,will borussia dortmund finish ahead of bayern munich this coming season \?,3,1
beat them both times they face them,will borussia dortmund finish ahead of bayern munich this coming season \?,3,1
practice twice as much,will any new to do any new to do any new to do any new to do any new to,1,1
of course and the biggest arena.,will any new to do any new to do any new to do any new to do any new to,1,1
probably because big fans need a big arena.,will any new to do any new to do any new to do any new to do any new to,1,1
maradona! best footballers ever.,this is one of my favorite team,5,1
"yes, messi is their best player.",this is one of my favorite team,5,1
"i do not think so, he always has something to give",this is one of my favorite team,5,1
is he your favorite player?,this is one of my favorite team,5,2
argentina is one of the most successful national soccer (football) teams in the world!!,this is one of my favorite team,5,1
do you have a second favourite team?,this is one of my favorite team,5,2
"i do not have a second team, only one and it is porto",this is one of my favorite team,5,2
"fc porto is ok, but arsenal is the best.",this is one of my favorite team,5,1
49 points after 23/39 wins,this is one of my favorite team,5,1
senegal was dominate in the regular season.,this is one of my favorite team,5,1
what is their current strip?,i completely love fcanni porto,5,1
who is the current manager of fc. porto?,i completely love fcanni porto,5,3
yes he did,i completely love fcanni porto,5,1
he was educated at the technical university of lisbon,i completely love fcanni porto,5,1
he managed real madrid and chelsea. he currently manages manchester united,i completely love fcanni porto,5,1
chelsea are cool but their owner is a crazy person.,i absolutely adore chelsea,5,3
he has let too many good players get away,i absolutely adore chelsea,5,1
they will get back to being good.,i absolutely adore chelsea,5,1
they are indeed so far behind,i absolutely adore,4,1
they finished 3rd.,i absolutely adore chelsea,5,1
2006,when did italy last win the world cup \?,5,1
4,when did italy last win the world cup \?,5,1
i do not think it's possible,when did italy last win the world cup \?,5,1
if you fight to achieve it you can win.,when did italy last win the world cup \?,5,1
italy has a chance but it will take a lot of work.,when did italy last win the next world cup \?,5,1
bayern did amazing.,how did bayern munich do overall last season \?,5,3
robert lewandowski,how did bayern munich do overall last season \?,5,1
"no he is not dumb,i like him!",how did bayern munich do overall last season \?,5,1
"i don't know, i always thought he was a good player",how did bayern munich do overall last season \?,5,1
i still think bayern munich will win the title this season,how did bayern munich do overall last season \?,5,3
japan is a team i like due to their clever passing football style.,i really love the team,5,1
they are very precise and quick,i really love the team,5,1
i dont like japan team,i really love the team,5,1
"it's always 11 players per team at a time, but they will also have substitute players etc.",i really love the team,5,1
3,i really love the team,5,1
you have the power of the dragon,what is the motto of fc porto \?,5,1
primeira liga,what is the motto of fc porto \?,5,1
the colors of fc.porto are blue and white,what is the motto of fc porto \?,5,3
vincent aboubakar is the best of porto,what,1,1
he scored 36 goals,what is the motto of fc porto \?,5,1
arsenal did not play in the world cup.,did they win the world cup \?,5,3
i think it was olivier giroud.,did they win the world cup \?,5,1
lacazette was last seasons top scorer with 14 goals all competitions,did they win the world cup \?,5,1
i don't think so there are betters manager than henry,did they win the world cup \?,5,1
salah would be a great striker to play for arsenal.,did they win the world cup \?,5,1
garete bale,what is real madrid emblem record transfer \?,5,1
insanely many.,what is real madrid emblem record transfer \?,5,1
"yes, they're one of the most successful clubs in europe. lots of players want to play for them.",what is real madrid emblem record transfer \?,5,1
my favorite player of real madrid is sergio ramos,what is real madrid emblem record \?,5,3
gareth bale is my favorite,what is real madrid emblem record \?,5,1
spain have a very good team.,does spain have a good soccer team \?,5,3
"yes, spain has a very decent football team.",does spain have a good soccer team \?,5,3
i believe it was 17.8,does spain have a good soccer team \?,5,1
this is a very difficult question but spain is not known for a dirty style of play.,does spain have a good soccer team \?,5,3
they're just not very good.,does spain have a good soccer team \?,5,1
"juventus was good before but now that they added cristiano ronaldo, they'll be a huge threat in the champions league.",love juventus,5,1
in this season currently in 2018,love juventus,5,1
"they have a great team, the possibility is high",love juventus,5,1
if i think they win the trophies,love juventus,5,1
only if porta doesn't show up.,love juventus,5,1
are they better than athletico madrid?,i like the team real madrid,5,3
killian mbappe,i like the team real madrid,5,1
rm can sign him,i like the team real madrid,5,1
"real madrid could sign him to be on their team, what do you mean?",i like the team real madrid,5,3
juventus probably will be the more dominant team.,i,1,1
i dont care for any south american teams.,i like the team portugal,5,1
"yes, if i like soccer",i like the team portugal,5,1
portugal plays in europe not south america...,i like the team portugal,5,2
rui patricio,i like the team portugal,5,1
rui patricio is 30 years old.,i like the team portugal,5,1
i think they'll do great actually,how do you think ac milan will stack up against inter this season \?,4,1
they went 18-10-10 last season.,how do you think ac milan will stack up against inter this season \?,4,1
the first one for aure,how do you think ac milan will stack up against inter this season \?,4,1
a little while back,how do you think ac milan will stack up against inter this season \?,4,1
i think so! should be alot better,how do you think ac milan will stack up against inter this season \?,4,1
they have a strong and proven history,i have a lot of confidence in this team,5,1
they have 28 major trophies,i have a lot of confidence in this team,5,1
a trophy is not a strength. what attributes do the players or team have that have gotten them the trophies?,i have a lot of confidence in this team,5,1
where is chelsea located?,i have a lot of confidence in this team,5,1
chelsea is the best team in london,i have a lot of confidence in this team,5,1
i think more than 10,how many goals did score argentina in wc 2018?,5,1
last in 1986,how many goals did score argentina in wc 2018 \?,5,1
sergio romero,how many goals did score argentina in wc 2018 \?,5,1
sergio romero is also the captain.,how many goals did score argentina in wc 2018 \?,5,1
"no, senegal has never won a world cup.",has senegal ever won a world cup \?,5,3
senegal needs to improve,has senegal ever won a world cup \?,5,3
senegal,has senegal ever won a world cup \?,5,3
"the senegal players have potentials, we need to watch out for them in the african cup of nations.",has senegal,1,3
"yes,defenately me too.",i really like this team,5,1
how can you like all of them? you must have a favorite.,i really like this team,5,1
i like ice cream with peanuts and whipped cream.,i really like this team,5,1
i'd like to see croatia win since they came so close in the world cup and it would mean a lot to the fans.,i really like this team,5,1
about 15 years but really pulled it together in the last 5,i really like this team,5,1
roberto mancini is the current coach of italy.,who is the current coach of italy?,5,1
i think balotelli is.,who is the current coach of italy?,5,1
"it is easier to qualify for the european championship than the world cup, plus italy are typically a very goo team, so i believe they will.",who is the current coach of italy?,5,1
no,who is the current coach of italy?,5,1
because they suck,who is the current coach of italy have a good chance to win the championship,4,1
i'm keeping an eye on chelsea this season! i think they have a lot to prove.,great to have the english season backenna will the bigakersersau,1,1
they have a new coach because the players lost confidence in the old one. but the team isn't all that changed from the one that won the league 2 years ago.,great to have the english season backenna will the bigakersersau,1,1
2 years from the victory,great to have the bigakersersau,2,1
the last match i watched was japan against poland.,great to have the bigakersersau,2,1
there was a marriage proposal during a malta england match on 09/01/2017.,great to have the bigakersersau,2,1
it was great talking to you too.,great to have the last match that you watched \?  the last match that you watched \?,2,1
what is so special about milan?,i completely love ac milan,5,3
"ac milan finished 4th in serie a, which isn't too bad...",i completely love ac milan,5,1
is not well they did well last season,i completely love ac milan,5,1
2010-2011,i completely love ac milan,5,1
their goalie,i completely love ac milan,5,1
they could have done better this world cup but they could certainly have done worse,does argentina have a good team \?,5,1
better luck next time,does argentina have a good team \?,5,1
"no, brazil is a better team than argentina",does argentina have a good team \?,5,3
because they have consistently played better.,does argentina have a good team \?,5,1
messi is better,does argentina have a good team \?,5,2
italian club team ac milan plays in the serie a,what league does ac milan play in \?,3,3
ac milan recently played against manchester united,what league does ac milan play in \?,3,3
ac milan tied man u 1-1,what league does ac milan play in \?,3,3
what's ac milan's ground called,what,1,1
is ac milan a good team?,what league does ac milan play in \?,3,1
my favourite too,i love argentina,5,1
lionel scaloni is the current coach.,i love argentina,5,1
very good coach,i love argentina,5,1
if one of his best strikers is messi,i love argentina,5,1
traditionally their top scorere.,i love argentina,5,1
fc porto is a soccer team that recently competed against the chaves.,what is fcanni \?,5,1
fc. porto currently compete in the primeira liga.,what is fcanni \?,5,1
"yes, they are a team to keep an eye on.",what is fcanni \?,5,1
"as one of the biggest clubs in portugal, they almost always challenge for the title.",what is fcanni \?,5,1
they're 1st in their league right now,what is fcanni \?,5,1
1960,when was the team formed \?,5,1
they are a very strong team.,when was the team formed \?,5,1
what was nigeria's record last season?,when was the team formed \?,5,1
nigeria has a decent record.,when was the team formed \?,5,1
they are creeping up the ranks.,when was the team formed \?,5,1
they are not the best team in africa but they do quite well.,love senegal,4,1
it will be hard but not impossible,love senegal,4,1
senegal does not stand a chance against them.,love senegal,4,3
senegal has won before,love senegal,4,3
cheikhou kouyate,love senegal,4,1
did iceland place 15th last year overall?,i absolutely adore iceland,5,3
15 reasons why iceland is the most fascinating country on the planet,i absolutely adore iceland,5,3
may be,i absolutely adore iceland,5,1
it will be but not this year.,i absolutely adore iceland,5,1
it could happen in the year 2096.,i absolutely adore iceland,5,1
yes i do,do you think in the 10 years france could win the world cup after their past clinical \?,5,1
"yup, they won the world cup in 2018.",do you think in the 10 years france could win the world cup after their past clinical \?,5,3
that is too far away to predict. many things could change between now and then.,do you think in the 10 years france could win the world cup after their past clinical,5,1
if i think i win more world,do you think they will be able to win the past clinical \?,5,2
by the hand of mbappe and paul pogba,do you think they will be able to win the past clinical \?,5,1
hahaha! italy will surprise everyone in the next world cup in qatar.,are the italians more interested intoc than football \?,2,3
i think they are average.,are the italians more interested intoc than football \?,2,1
"on 6 july 2018, buffon signed a one-year contract, with the option for a second year, with paris saint-germain.",are the italians more interested intoc than football \?,2,1
if i am in agreement with you,are the italians more interested \?,3,1
i am not totally sure but i will give it thought,are the italos,1,1
