original_Entity,predicted_Entity,Input Query
<no_ent>,<no_ent>,luís nazário de lima popularly known as ronaldo el fenomeno born in 1976. <eou> i think if it's the best
iceland,portugal,who is the captain of iceland?
<no_ent>,sweden,who is the captain of iceland? <eou> aron gunnarsson <eou> what is the largest stadium in iceland?
<no_ent>,<no_ent>,"largest stadium in iceland is laugardalsvöllur that has a capacity of 15,000. <eou> who is the best player on iceland?"
<no_ent>,<no_ent>,"are a few, they all played well this year <eou> do you think they will play well next year too?"
<no_ent>,<no_ent>,will play well next year too? <eou> iceland will dominate all next year! <eou> what league does iceland play in?
<no_ent>,<no_ent>,do you think this team will qualify for the next world cup?
<no_ent>,<no_ent>,the next world cup? <eou> they lost to colombia last time. <eou> are they currently the best team in africa?
<no_ent>,<no_ent>,morocco is listed higher by fifa <eou> they can qualify to the next world cup. they are a good team
<no_ent>,<no_ent>,the qualifying group though? <eou> yes they do. never count out a professional soccer team. underdogs exist for a reason
<no_ent>,<no_ent>,underdogs exist for a reason <eou> all of the teams in this area are excellent. <eou> can senegal beat cameroon?
<no_ent>,<no_ent>,are paris sg going to be in the champions league this year?
<no_ent>,<no_ent>,to be in the champions league this year? <eou> for sure they will be! <eou> that have a good chance.
<no_ent>,<no_ent>,that have a good chance. <eou> who is paris sg's stiffest competition? <eou> will paris sg beat angers on 8/25
<no_ent>,<no_ent>,"<eou> yes easily, expect it to be at least 5 goals. <eou> who do you think is their best player?"
<no_ent>,<no_ent>,player? <eou> the best player in psg is neymar jr <eou> isn't it the whole team that makes it great?
<no_ent>,<no_ent>,does team barcelona live in barcelona?
<no_ent>,<no_ent>,live in barcelona? <eou> i believe most of them do in the off season. <eou> what is their strongest point?
<no_ent>,<no_ent>,is their strongest point? <eou> they have messi <eou> true but that's not a question. is messi their best asset?
<no_ent>,<no_ent>,that's not a question. is messi their best asset? <eou> yes it is <eou> how much does messi get paid?
<no_ent>,<no_ent>,it is <eou> how much does messi get paid? <eou> a lot of money <eou> how much is barcelona worth?
<no_ent>,<no_ent>,spain has played well in the past do you think next world cup will be their year?
<no_ent>,<no_ent>,"next world cup will be their year? <eou> no, i think it'll be croatia. <eou> no, germany will be back."
<no_ent>,<no_ent>,<eou> spain will come back full force next time. <eou> i think that germany will win the next world cup
spain,<no_ent>,germany will win the next world cup <eou> what are spain’s colours? <eou> how many world cups have spain won?
<no_ent>,<no_ent>,its only fifa world cup in 2010. <eou> i think spain is a good team to win the next cup
<no_ent>,<no_ent>,do you think this team will qualify for the next world cup?
<no_ent>,<no_ent>,"cup? <eou> yes, as they won the final last time... <eou> do you think they will win the next wc"
<no_ent>,<no_ent>,but there are many variables and things could change by 2022. <eou> will france have the same coach in 2022?
<no_ent>,<no_ent>,"still the same coach in 2022. <eou> when it comes to soccer, france’s future is as bright as its present"
<no_ent>,<no_ent>,"<eou> for my france you can win the world cup again, you have a good team and a good manager"
<no_ent>,<no_ent>,how did bayern munich do overall last season?
<no_ent>,<no_ent>,how did bayern munich do overall last season? <eou> bayern did amazing. <eou> who is the best player?
<no_ent>,<no_ent>,<eou> bayern did amazing. <eou> who is the best player? <eou> robert lewandowski <eou> the most dumbest player in bayern?
<no_ent>,<no_ent>,"dumbest player in bayern? <eou> no he is not dumb,i like him! <eou> why do people think he is dumb?"
<no_ent>,<no_ent>,"<eou> i don't know, i always thought he was a good player <eou> can they win the title this season?"
<no_ent>,<no_ent>,do you think it is fair that switzerland had so many legionnaires in their team?
<no_ent>,<no_ent>,"been involved in any military conflict since 1815. the political and economic integration of europe over the past half century,"
<no_ent>,<no_ent>,<eou> i don't know if the team is really impacted by military politics. <eou> switzerland is a generally peaceful place.
<no_ent>,<no_ent>,need a bit more aggression i think. <eou> what do you think increased aggression in football would accomplish for switzerland?
<no_ent>,<no_ent>,"more goals, but it could also affect their focus on defense. <eou> very true but there defense is always strong"
<no_ent>,<no_ent>,i really like this.
<no_ent>,<no_ent>,this. <eou> they're a small country but a good team <eou> iceland always makes a big impact during world cup.
<no_ent>,<no_ent>,<eou> excellent team to watch play <eou> can iceland grow past being reliant on set plays to score goals though?
<no_ent>,<no_ent>,"plays to score goals though? <eou> maybe not yet, they should train <eou> do they exist? were do they play?"
iceland,<no_ent>,play? <eou> of course they exist <eou> who was the iceland goalkeeper stopped the lionel messi penalty in wc 2018
<no_ent>,<no_ent>,do you think in the 10 years france could win the world cup after their past performances?
<no_ent>,<no_ent>,the world cup after their past performances? <eou> yes i do <eou> they already won it so thats the proof
<no_ent>,<no_ent>,they won the world cup in 2018. <eou> but i don't think they will be able to win in 2022
<no_ent>,<no_ent>,"think it's too far to predict, but they have a great chance because of their great team and offensive talent"
<no_ent>,<no_ent>,i win more world <eou> what do you think it will take for france to win the 2022 world cup?
<no_ent>,<no_ent>,i really love the team atletico madrid
<no_ent>,<no_ent>,"<eou> what three nfl teams had lost four super bowls each, through 1996? a: buffalo bills, denver broncos, minnesota vikings."
<no_ent>,<no_ent>,"not much, that one plays with hands and this one with the feet and only one can use the hands"
<no_ent>,<no_ent>,"the hands <eou> i think that although they are both soccer, they are very different <eou> what’s athletico famouus colours"
<no_ent>,<no_ent>,"different <eou> what’s athletico famouus colours <eou> red, blue and white <eou> what is the name of their home stadium?"
<no_ent>,<no_ent>,what stadium do dortmund play in?
<no_ent>,<no_ent>,what stadium do dortmund play in? <eou> they play in westfalenstadion stadium in germany <eou> i like that play
<no_ent>,<no_ent>,stadium in germany <eou> i like that play <eou> who is dortmund's head coach? <eou> mascot of dortmund 2018/19 season?
<no_ent>,<no_ent>,coach? <eou> mascot of dortmund 2018/19 season? <eou> search it up and see <eou> gran motivacion del publico bvb dortmund
<no_ent>,<no_ent>,<eou> gran motivacion del publico bvb dortmund <eou> son ingreibles bvb dortmund <eou> id the dortmund qualify for any wc
<no_ent>,<no_ent>,do you think ac milan are genuine contenders for the italian championship this year?
<no_ent>,<no_ent>,for the italian championship this year? <eou> definitely <eou> when is the last time ac milan won the italian championship?
<no_ent>,<no_ent>,definitely <eou> when is the last time ac milan won the italian championship? <eou> 2011 <eou> who did they beat?
<no_ent>,<no_ent>,did they beat? <eou> ac milan beat internazionale in 2011 italian championship. <eou> how much is ac milan net worth?
<no_ent>,<no_ent>,they can get their status back in europe as well..the gambling scandal set them back but their rebuilding back up
<no_ent>,<no_ent>,what formation did mexico use most in this year's world cup?
<no_ent>,<no_ent>,turn into 3-4-3 or 4-2-1-3. <eou> do you think this is the reason they didn't go far this world cup?
<no_ent>,<no_ent>,more to do with a lack of team spirit. <eou> do you think mexico could do better next world cup?
<no_ent>,<no_ent>,a very standard team in the middle of the field i lacked aggression and more game in the stopped ball
<no_ent>,<no_ent>,and more game in the stopped ball <eou> mexico needs ulyss gomez back. <eou> who would they trade for gomez?
<no_ent>,<no_ent>,love juventus
<no_ent>,<no_ent>,"that they added cristiano ronaldo, they'll be a huge threat in the champions league. <eou> when did juventus add ronaldo?"
<no_ent>,<no_ent>,<eou> when did juventus add ronaldo? <eou> in this season currently in 2018 <eou> will they win the champions league
<no_ent>,<no_ent>,"win the champions league <eou> they have a great team, the possibility is high <eou> will juventus make top 2?"
<no_ent>,<no_ent>,top 2? <eou> if i think they win the trophies <eou> do they usually finish top 2 in the league?
<no_ent>,<no_ent>,did mexico do better than expected in the last world cup?
<no_ent>,<no_ent>,i think finishing in round of 16 was expected. <eou> is mexico one of the worst teams in the league?
<no_ent>,<no_ent>,very average and were.expected to get through the qualifying group. <eou> they had quite a tough group though didn't they?
mexico,<no_ent>,didn't they? <eou> not really if you consider germany's performance <eou> what is the name of the captain of mexico?
<no_ent>,<no_ent>,what is the name of the captain of mexico? <eou> andrés guardado (captain) <eou> how long has he been captain?
<no_ent>,<no_ent>,who is the all time top goal scorer for argentina?
<no_ent>,<no_ent>,argentina's top goal scorer <eou> certain lionel messi is one of the best scorers in argentina and many more teams
<no_ent>,<no_ent>,argentina and many more teams <eou> in argentina and in barcelona too <eou> who was the best goalkeeper for argentina?
<no_ent>,<no_ent>,"<eou> who was the best goalkeeper for argentina? <eou> franco armani <eou> i agree, franco armani is the best goalkeeper"
<no_ent>,<no_ent>,is the best goalkeeper <eou> he is not the best goalkeeper <eou> how long has he been goalkeeper for argentina?
<no_ent>,<no_ent>,will mesut ozil leave arsenal in the next transfer window?
<no_ent>,<no_ent>,"next transfer window? <eou> no, he will not <eou> will his no longer playing for germany help his arsenal form?"
<no_ent>,<no_ent>,"think it will make much difference <eou> whats going on with ozil right now, will he work out with arsenal?"
<no_ent>,<no_ent>,<eou> he is given rest to come back well <eou> how many goals will ozil score for arsenal this season?
<no_ent>,<no_ent>,ozil score for arsenal this season? <eou> i think he will score many assists <eou> what is the current ranking?
<no_ent>,<no_ent>,what was the score of the porto v aves game?
<no_ent>,<no_ent>,aves game? <eou> the score was porto 3 - 1 aves. <eou> do you think fc porto can keep winning?
<no_ent>,<no_ent>,"yes, porto is the best team in portugal. <eou> do you think fc porto will be competitive next year ?"
fc. porto,<no_ent>,"fc porto will be competitive next year ? <eou> yes, correct if you keep winning <eou> who is porto's coach?"
<no_ent>,<no_ent>,winning <eou> who is porto's coach? <eou> conceicao is the coach <eou> who is there best player of all time?
<no_ent>,<no_ent>,did fc porto win this year's candido de oliveira super cup?
<no_ent>,<no_ent>,"candido de oliveira super cup? <eou> yes, they beat aves by the score of 3-1. <eou> which team is aves?"
<no_ent>,<no_ent>,currently holds number 13 on the log. <eou> do you think that fc. porto has a better team than arsenal?
<no_ent>,<no_ent>,"yes, i think porto has better team composition. <eou> but does fc. porto have a better team than manchester united?"
<no_ent>,<no_ent>,"better team than manchester united? <eou> no, manchester united is a stronger team. <eou> when does fc. porto play next?"
<no_ent>,fc. porto,what is the motto of fc porto?
<no_ent>,<no_ent>,motto of fc porto? <eou> you have the power of the dragon <eou> what league does fc. porto play in?
<no_ent>,<no_ent>,of the dragon <eou> what league does fc. porto play in? <eou> primeira liga <eou> what are their team colors?
<no_ent>,<no_ent>,colors? <eou> the colors of fc.porto are blue and white <eou> who is fc. porto's star player at this moment?
<no_ent>,<no_ent>,star player at this moment? <eou> vincent aboubakar is the best of porto <eou> how many goals did he score?
<no_ent>,<no_ent>,how would you rate liverpool's transfer business this summer?
<no_ent>,<no_ent>,it was a good thing for them <eou> do you think liverpool can win the league with their new transfers?
<no_ent>,<no_ent>,the best goal scorer in the premier league. <eou> do you think salah will be willing to follow klopp's direction?
<no_ent>,<no_ent>,"to follow klopp's direction? <eou> if he stays in liverpool, then yes <eou> who thinks liverpool will win it all?"
<no_ent>,<no_ent>,do! they have many good players <eou> will they focus on winning the premier league or on winning champion's league?
<no_ent>,<no_ent>,this is one of my favorite team
<no_ent>,<no_ent>,<eou> i'm not sure i have a favorite team right now. <eou> which soccer game was the best in 2017?
<no_ent>,<no_ent>,best in 2017? <eou> the efl cup final between man united and southampton was pretty good. <eou> messi great player
<no_ent>,<no_ent>,of year do you think its best to visit france? <eou> was russia a good location for the world cup?
<no_ent>,<no_ent>,they were up to par <eou> did qatar buy the votes to win the location for the next world cup?
<no_ent>,<no_ent>,i love the team nigeria
<no_ent>,<no_ent>,"i love the team nigeria <eou> do you watch them on tv? <eou> yes, all the time!"
<no_ent>,<no_ent>,<eou> when it was the last game of nigeria that you saw? <eou> i saw them in the world cup
<no_ent>,<no_ent>,in the world cup <eou> nigeria is my favorite team. <eou> totally agree nigeria is my favorite team of africa
<no_ent>,<no_ent>,"team. <eou> totally agree nigeria is my favorite team of africa <eou> better than cameroon? <eou> yes, better than cameroon"
<no_ent>,<no_ent>,i admire senegal
<no_ent>,<no_ent>,"i admire senegal <eou> senegal are great, the lions of teranga ! <eou> they always play a tough match."
<no_ent>,<no_ent>,a few favorites but if you are a fighter although it would be better if they did a little better
<no_ent>,<no_ent>,the senegal team? <eou> adolphe mendy is the oldest team member on the senegal team. what position does he play?
<no_ent>,<no_ent>,"position does he play? <eou> he was a defender, but is currently retired. <eou> where does senegal play their games?"
<no_ent>,<no_ent>,real madrid is the best team in the history?
<no_ent>,<no_ent>,best team in the history? <eou> does real madrid have the most expensive player? <eou> no that would be psg
<no_ent>,<no_ent>,be psg <eou> no it does not have any expensive player <eou> does real madrid have the most experience players?
<no_ent>,<no_ent>,no. there are plenty of good players with lots of experience on other sides. <eou> best defender in real madrid?
<no_ent>,<no_ent>,"that is sergio ramos, or baran <eou> if you could trade one player from real madrid, who would it be?"
<no_ent>,<no_ent>,this is my favorite my team
<no_ent>,<no_ent>,"<eou> their nickname is the red devils. <eou> what position did they finish in last year, in the premier league?"
<no_ent>,<no_ent>,"finish in last year, in the premier league? <eou> 2nd <eou> whom will they most probably lose during the championship?"
<no_ent>,<no_ent>,lose during the championship? <eou> manchester city or liverpool this season <eou> will manchester united win the league next season?
<no_ent>,<no_ent>,united win the league next season? <eou> manchester united might win <eou> who lead the team in scoring last season?
<no_ent>,<no_ent>,what team does matt stafford play on?
<no_ent>,<no_ent>,does matt stafford play on? <eou> never heard of that guy. <eou> i don't know what team he plays on.
<no_ent>,<no_ent>,<eou> isn't he an american football player? <eou> matt stafford plays on the detroit lions of the national football league.
<no_ent>,<no_ent>,the national football league. <eou> why are we talking about american football thought this about real footbul <eou> freshman season
<no_ent>,<no_ent>,why do you get real futball confused with american football? <eou> why is football called soccer in the united states?
<no_ent>,<no_ent>,who has received the most red cards for italy?
<no_ent>,<no_ent>,"most red cards for italy? <eou> probably francesco totti, but i'm not sure. <eou> what does a red card mean?"
<no_ent>,<no_ent>,"is widespread and can be observed in the global distribution of civilian law, republican governments, christianity and the latin script."
<no_ent>,<no_ent>,is the genaro gatusso and the red card is when there is a serious fault <eou> will italy get better
<no_ent>,<no_ent>,will italy get better <eou> i agree that it will <eou> what player is your least favorite for team italy?
<no_ent>,<no_ent>,love brazil
<no_ent>,<no_ent>,"is always a powerful team. who is your favorite player? <eou> he's a bit overrated, but neymar is my favorite."
<no_ent>,<no_ent>,"is good, he has been compared to pele before. <eou> that is a bit of an exagaration don't you think?"
<no_ent>,<no_ent>,before. <eou> that is a bit of an exagaration don't you think? <eou> if neymar is good <eou> no exaggeration
<no_ent>,<no_ent>,had? <eou> for me the best manager that brazil has had is luiz felipe scolari was world champion in 2002
<no_ent>,<no_ent>,who is manchester united's best player?
<no_ent>,<no_ent>,<eou> a lot would say are you joking ? david de gea the goalkeeper is proba my the best player.
<no_ent>,<no_ent>,"important position, but, mathieson is still very good at what he does. <eou> will man utd win the premier league"
<no_ent>,<no_ent>,what he does. <eou> will man utd win the premier league <eou> not this year. <eou> what are manchester's colors?
manchester united,<no_ent>,<eou> what are manchester's colors? <eou> manchester's colors are red and yellow <eou> name some players in the manchester team?
<no_ent>,<no_ent>,who's your favorite player?
<no_ent>,<no_ent>,who's your favorite player? <eou> messi <eou> whats to active?
<no_ent>,<no_ent>,<eou> messi <eou> whats to active? <eou> they are definitely an active team.. <eou> who is spain's top goal scorer?
<no_ent>,<no_ent>,team.. <eou> who is spain's top goal scorer? <eou> of all time? david villa <eou> who is spain’s worst player?
<no_ent>,<no_ent>,villa <eou> who is spain’s worst player? <eou> worst - jordi alba (spain) was voted <eou> how about that thiago?
<no_ent>,<no_ent>,i really like this team
<no_ent>,<no_ent>,"the players stand out. <eou> with cavani and suarez i think they are a great team, i like uruguays team"
<no_ent>,<no_ent>,more in this 2018 world cup <eou> do you think suarez will ever win a world cup with uruguay ?
<no_ent>,<no_ent>,"cup with uruguay ? <eou> yes, if it is available to win the world cup <eou> how is suarez currently?"
uruguay,<no_ent>,currently? <eou> i wonder how he is too since he's in contract till 2021 <eou> who is the uruguay manager?
<no_ent>,<no_ent>,love
<no_ent>,<no_ent>,player on paris sg is mbappe. i loved watching him play in the world cup. <eou> what’s your favourite team?
<no_ent>,<no_ent>,play in the world cup. <eou> what’s your favourite team? <eou> montreal impact <eou> i think a great player mbappe
<no_ent>,<no_ent>,player mbappe <eou> who do you think is the best player of all time? <eou> the best player is messi
<no_ent>,<no_ent>,"to be a strong player on the field. <eou> well, he is my vote for ""best player"" for a reason."
<no_ent>,<no_ent>,how many goals did score argentina in wc 2018?
argentina,<no_ent>,argentina in wc 2018? <eou> i think more than 10 <eou> when was the last time argentina won a wc
<no_ent>,<no_ent>,<eou> when was the last time argentina won a wc <eou> last in 1986 <eou> who is the goal keeper?
<no_ent>,<no_ent>,a wc <eou> last in 1986 <eou> who is the goal keeper? <eou> sergio romero <eou> who is the captain?
<no_ent>,<no_ent>,i like the team liverpool
<no_ent>,<no_ent>,i like the team liverpool <eou> me too <eou> will they win the league?
<no_ent>,<no_ent>,"not win the league. <eou> i think, that they have a great possibility that they have invested in good players"
<no_ent>,<no_ent>,invested in good players <eou> they have a possibility of winning the league <eou> how many signings did liverpool do?
<no_ent>,<no_ent>,possibility of winning the league <eou> how many signings did liverpool do? <eou> 2 <eou> did they release any playres?
<no_ent>,<no_ent>,who was better out of eusebio and ronaldo?
<no_ent>,<no_ent>,who was better out of eusebio and ronaldo? <eou> i think it's ronaldo <eou> how was their most recent match?
<no_ent>,<no_ent>,and ronaldo? <eou> i think it's ronaldo <eou> how was their most recent match? <eou> a year ago <eou> nani
<no_ent>,<no_ent>,"ago <eou> nani <eou> nani ist a good player <eou> who, in your opinion, is the best player for portugal?"
<no_ent>,<no_ent>,"your opinion, is the best player for portugal? <eou> ronaldo <eou> why do you think ronaldo is the best player???"
<no_ent>,<no_ent>,when is ac milan's next game?
<no_ent>,<no_ent>,milan's next game? <eou> the next game is on august 19 2018. <eou> how do you think they will do?
<no_ent>,<no_ent>,how do you think they will do? <eou> i think they will tie. <eou> i think they're going to win
<no_ent>,<no_ent>,win <eou> i think they will make a good game <eou> i think they will make at least 7 goals
<no_ent>,<no_ent>,least 7 goals <eou> seven goals in one match is a big target. <eou> ac milan will make 9 goals
<no_ent>,<no_ent>,were you surprised at senegal's run in the last world cup?
<no_ent>,<no_ent>,"last world cup? <eou> no, i wasn't because they are a very strong team. <eou> who is senegal's best player?"
<no_ent>,<no_ent>,senegal's best player? <eou> that would be thomas jefferson <eou> senegal is one of the strongest team over african continent.
<no_ent>,<no_ent>,senegal is one of the strongest team over african continent. <eou> sadio mané <eou> what colours do senegal play in?
<no_ent>,<no_ent>,play in? <eou> they play in green and white - very stylish :) <eou> who is senegal's mmost valuable player
real madrid,<no_ent>,how many goals did marcelo score for the club?
<no_ent>,<no_ent>,how many goals did marcelo score for the club? <eou> in total 25 <eou> is marcelo from brazil?
<no_ent>,<no_ent>,"brazil? <eou> yes, he is one of the famous player at brazil <eou> does sergio ramos play for real madrid?"
<no_ent>,<no_ent>,"brazil <eou> does sergio ramos play for real madrid? <eou> yes, he does. <eou> real madrid has the best defense?"
<no_ent>,<no_ent>,madrid is one of the best in the entire world of football. <eou> who scored the most for their team?
<no_ent>,<no_ent>,love switzerland
<no_ent>,<no_ent>,"how they do it, but that ball never touches the ground when they play! <eou> who is their best scorer?"
<no_ent>,<no_ent>,he was traded to liverpool but he was a star. <eou> do you think switzerland could ever win the wc?
<no_ent>,<no_ent>,that they do not play well enough at the moment to win <eou> i think they do not play well
<no_ent>,<no_ent>,well <eou> they can win every team is able to win wc. <eou> who is the best player on switzerland?
<no_ent>,<no_ent>,i like it argentina
<no_ent>,<no_ent>,i like it argentina <eou> i also like argentina. <eou> my favorite team of all time
<no_ent>,<no_ent>,my favorite team of all time <eou> yeah they are good. <eou> what are the colors for the argentina team?
<no_ent>,<no_ent>,light blue are the colors of argentina <eou> will messi continue to play for argentina in the next few years?
<no_ent>,<no_ent>,i am getting belgium waffles then going to watch belgium soccer. did you want to join me?
<no_ent>,<no_ent>,sounds like a good way to spend a day! <eou> do you like romelu lukaku as the forward for belgium?
<no_ent>,<no_ent>,the forward for belgium? <eou> no i don't. <eou> belgium beat the united states in the world cup in 2014.
<no_ent>,<no_ent>,better team than the u.s. <eou> what do you think the us needs to be a strong team like belgium?
<no_ent>,<no_ent>,"lukaku and kevin de bruyne, which should have us strength defense and technique <eou> how old are those aforementioned stars?"
<no_ent>,<no_ent>,i really love the team real madrid
<no_ent>,<no_ent>,the team real madrid <eou> what is not to like about them? <eou> who executes the corners in real madrid?
<no_ent>,<no_ent>,like about them? <eou> who executes the corners in real madrid? <eou> when they grab a strong entry <eou> pugs
<no_ent>,<no_ent>,world. they actually won the champions league for the third straight year! <eou> have you ever seen them play live?
<no_ent>,<no_ent>,waste that huge amount of money when they don't win that much? <eou> it's more about the prestige than money.
<no_ent>,<no_ent>,what’s your best movie
<no_ent>,<no_ent>,"your best movie <eou> i enjoy sporting movies, especially anything involving football. <eou> interstellar, pretty good scifi and and thriller."
<no_ent>,<no_ent>,thriller. <eou> yes but only on the history channel <eou> i think the horror movie genre is definitely the best!
<no_ent>,<no_ent>,<eou> entertainment the best horror movies of 2018 (so far) <eou> i think that sports movies always leave a message
<no_ent>,<no_ent>,"<eou> yes i think that you are probably correct. <eou> i like comedy movies, anything that can make me laugh"
<no_ent>,<no_ent>,have dortmund ever won the champions league?
<no_ent>,<no_ent>,<eou> witsel played all but one of belgium's 2018 world cup <eou> has bvb dortmund ever won the bundesliga championship?
<no_ent>,<no_ent>,championship? <eou> yes they have won it a few times. <eou> how do you rate their championship chances this season?
<no_ent>,<no_ent>,"and a few. <eou> what does bvb dortmund need to work on to reach a few, a few and several?"
<no_ent>,<no_ent>,"on to reach a few, a few and several? <eou> please repeat the question. <eou> the question makes no sense."
<no_ent>,<no_ent>,why is football/soccer so popular globally compared to any other sport?
<no_ent>,<no_ent>,"as hockey or cricket, it is relatively cheap to play. <eou> what do you think about qatar 2022 world cup?"
<no_ent>,<no_ent>,<eou> i think that it will be a good tourism opprotunity. <eou> what team has won the most world cups?
<no_ent>,<no_ent>,football is the most popular sport in the world because compared to other sports it has more fans <eou> hello
<no_ent>,<no_ent>,hello <eou> does soccer make as much as other televised sports though? <eou> is soccer the favorite sport in brazil?
<no_ent>,<no_ent>,soccer play is nice game in the world/
<no_ent>,<no_ent>,is nice game in the world/ <eou> can't agree more! <eou> fc. porto has been a contender in the past?
<no_ent>,<no_ent>,in the past? <eou> always the porto is a team to beat <eou> does fc. porto have a rival team?
<no_ent>,<no_ent>,a rival team and is sporting <eou> do you think they will do well in the champions league this year?
<no_ent>,<no_ent>,in the champions league this year? <eou> yes they will <eou> is fc. porto supported well by their home fans?
<no_ent>,<no_ent>,how did spain do in the world cup?
<no_ent>,<no_ent>,good enough that was expected. <eou> who will step up for the spain national team in the next world cup?
<no_ent>,<no_ent>,next world cup? <eou> that depends on which league players participate. <eou> who would you personally like to see participate?
<no_ent>,<no_ent>,would you personally like to see participate? <eou> isco <eou> who is your favourite defender in the spanish national team?
<no_ent>,<no_ent>,"ramos, but puyol is the best of the best <eou> i think we sergio ramos because puyol is a legend"
<no_ent>,<no_ent>,france is a good team to play against
<no_ent>,<no_ent>,france is a good team to play against <eou> only if you want to lose! <eou> when were they established?
<no_ent>,<no_ent>,want to lose! <eou> when were they established? <eou> 1923 <eou> do you think france can win the euros too?
<no_ent>,<no_ent>,"they will win the euros because they are unstoppable, they have strategies and tactics that other teams do not have"
<no_ent>,<no_ent>,tactics that other teams do not have <eou> france have great superior strategies <eou> who will be france's starting striker.
<no_ent>,<no_ent>,i love the team germany
<no_ent>,<no_ent>,"germany <eou> they should change their coach. <eou> joachim low is germany's current coach, is he doing a good job?"
<no_ent>,<no_ent>,"last world cup <eou> did the coach not do a good job, or did the players not perform as expected?"
<no_ent>,<no_ent>,the players not perform as expected? <eou> the coach didn't prepare his team well enough. <eou> the general team environment
<no_ent>,<no_ent>,basic skills. this was the issue. they over complicated their play. <eou> what basic skills does germany need to improve?
<no_ent>,<no_ent>,what is portugal's biggest ever loss?
<no_ent>,<no_ent>,"portugal's biggest loss was 10-0 to england may 25th, 1947 in lisbon, portugal. <eou> will that ever happen again ?"
<no_ent>,<no_ent>,they will never allow a loss like that to happen again. <eou> no susedera hotra bes is already improved portugal
<no_ent>,<no_ent>,is already improved portugal <eou> is susedera hotra bes a player for portugal? <eou> how do portugal allow the loss?
<no_ent>,<no_ent>,do portugal allow the loss? <eou> i don't know. do you think it's cristiano's fault? <eou> it isnt his fault
<no_ent>,<no_ent>,i was really pulling for iceland in the wc this year.
<no_ent>,<no_ent>,"to agree, a team of footballers grafting a living at 2nd rate clubs. will never achieve more than they have."
<no_ent>,<no_ent>,"a shame, feel this was their time and now it's over. <eou> alfreð finnbogason iceland's forward player deserves more though"
<no_ent>,<no_ent>,"penalty was a truly exciting moment. when the cup expands to 48, will iceland be able to qualify with regularity?"
<no_ent>,<no_ent>,iceland be able to qualify with regularity? <eou> yes <eou> how well do you think iceland will fare next time?
<no_ent>,<no_ent>,next time? <eou> i bet they make it out of the group stage. <eou> what was icelands record last season?
<no_ent>,<no_ent>,i love the team manchester united
<no_ent>,<no_ent>,team manchester united <eou> i think that they are over-rated <eou> why do you think that manchester united is overrated?
<no_ent>,<no_ent>,not that good without fergie. <eou> well it isn't really easy when you have to face manchester city every season.
<no_ent>,<no_ent>,doesn't t to associate with a winner? <eou> do you think the fans still have faith in the team though?
manchester united,<no_ent>,"coach, some players, but in the end they will still support their team. <eou> who is the manchester united coach?"
<no_ent>,<no_ent>,what continent is uruguay in?
uruguay,<no_ent>,what continent is uruguay in? <eou> uruguay is in south america. <eou> does uruguay have a new coach?
<no_ent>,<no_ent>,"new coach? <eou> no, óscar tabárez is still their coach. <eou> how do you think he's doing as a coach?"
<no_ent>,<no_ent>,he is doing well so far. <eou> i think uruguay is very happy with having oscar tebarez as their coach?
<no_ent>,<no_ent>,seems happy with tebarez as their coach. <eou> do you think uruguay will qualify for the next world cup again?
<no_ent>,<no_ent>,what is your favorite sport?
<no_ent>,<no_ent>,what is your favorite sport? <eou> american football. <eou> who is your favorite football team?
<no_ent>,<no_ent>,"sure! greatest team in the world. <eou> if you could do life again, would you try to play a sport?"
<no_ent>,<no_ent>,a sport? <eou> what is this no team talk about any subject? <eou> it means to simply talk about anything.
<no_ent>,<no_ent>,about anything. <eou> if barcelona is the best team in the world <eou> i would love to play for them
<no_ent>,<no_ent>,i admire fc. porto
<no_ent>,<no_ent>,"i admire fc. porto <eou> porto need to spend more money. <eou> fc porto, team from portugal!"
<no_ent>,<no_ent>,"money. <eou> fc porto, team from portugal! <eou> i love the team fc. porto <eou> do you like fc porto?"
<no_ent>,<no_ent>,"porto is good, but not the best. <eou> fc porto is good but you are right they need some wins."
<no_ent>,<no_ent>,"they need some wins. <eou> well, they're currently first in the league <eou> who's second in the league right now?"
<no_ent>,<no_ent>,what is manchester united soccer team's motto when playing soccer?
<no_ent>,<no_ent>,"was founded, their motto was ""forged in industry, striving for glory"". <eou> who is the best player on manchester united?"
<no_ent>,<no_ent>,"best player on manchester united? <eou> lukaku for sure <eou> totally agree, lukaku is the best player of that team"
<no_ent>,<no_ent>,"agree, lukaku is the best player of that team <eou> what makes lukaku so great? <eou> what about manchester united?"
<no_ent>,<no_ent>,"<eou> lukaku is great for manchester united because he is strong and scores goals <eou> yes, i think it's excellent"
<no_ent>,<no_ent>,portugal plays very tactical and not always attractive football.
<no_ent>,<no_ent>,football. <eou> they’re not bad watch imo <eou> do you think their strategy will change much in the upcoming years?
<no_ent>,<no_ent>,"more and play less. <eou> portugal will just need to get a few younger, excited players and it will help."
portugal,<no_ent>,getting any younger and won't be able to play for them forever. <eou> who is the current coach for portugal?
<no_ent>,<no_ent>,<eou> who is the current coach for portugal? <eou> fernando santos <eou> who is the top scorer of all time?
<no_ent>,<no_ent>,i like the team argentina
<no_ent>,<no_ent>,i like the team argentina <eou> i dont <eou> who is the best defensive player for argentina?
<no_ent>,<no_ent>,defensive player for argentina? <eou> zanetti is a pretty good defender for argentina. <eou> if after zanetti is now otamendi
